movie_year;movie_title;bechdel_test;bechdel_test_binary;budget;US_profit;Int_Profit
2009;Sherlock Holmes;2;0;97715844;226949041;541170116
2009;Splice;5;1;32571948;18468479;24386618
2009;Star Trek;5;1;152002424;279825625;418745446
2009;State of Play;5;1;65143896;40191563;99285148
2009;Surrogates;2;0;86858528;41885106;129927709
2009;Terminator Salvation;3;0;217146319;136066564;403488847
2009;The Blind Side;3;0;38000606;277903289;331914441
2009;The Boat That Rocked;1;0;54286580;8704817;40685241
2009;The Boondock Saints II: All Saints Day;1;0;8685853;11153924;11153924
2009;The Box;5;1;27143290;16342407;28600229
2009;The City of Your Final Destination;5;1;9011572;535587;1469316
2009;The Final Destination;5;1;43429264;72176939;203449410
2009;The Fourth Kind;5;1;10857316;28465896;53729463
2009;The Girl with the Dragon Tattoo;4;0;97715844;111304636;253160295
2009;The Girlfriend Experience;4;0;1411451;755495;1092072
2009;The Good Guy;5;1;10857316;109320;109320
2009;The Hangover;2;0;38000606;301097804;509809040
2009;The Imaginarium of Doctor Parnassus;2;0;32571948;8348849;69869659
2009;The Informant!;2;0;23886095;36173125;45352277
2009;The Invention of Lying;3;0;20086035;20033106;35480909
2009;The Last Station;5;1;19543169;7185227;17041802
2009;The Lovely Bones;5;1;103144502;47896216;103029901
2009;The Men Who Stare at Goats;1;0;26057558;35208316;73122088
2009;The Messenger;2;0;7057255;1204793;1530512
2009;The Princess and the Frog;5;1;114001818;113351355;294230416
2009;The Proposal;3;0;43429264;178014415;341690283
2009;The Road;2;0;27143290;8809919;29981685
2009;The Secret of Kells;1;0;8685853;749470;2823897
2009;The Soloist;2;0;65143896;34439578;41750888
2009;The Taking of Pelham 123;1;0;119430476;71063643;165426811
2009;The Time Traveler's Wife;4;0;42343532;68851502;107125483
2009;The Ugly Truth;3;0;41257801;96538057;222824741
2009;The Unborn;5;1;17371706;46328612;84913778
2009;The Young Victoria;5;1;38000606;11944429;34611919
2009;Transformers: Revenge of the Fallen;5;1;228003635;436585563;908235868
2009;Up;2;0;190003029;318123879;794258938
2009;Up in the Air;3;0;32571948;91009693;181146433
2009;Veronika Decides to Die;5;1;9771584; ; 
2009;Watchmen;3;0;149830960;116726786;199848831
2009;Whatever Works;4;0;16285974;5761658;38116460
2009;Where the Wild Things Are;2;0;108573160;83854815;107621685
2009;Whip It;5;1;16285974;14161591;20472719
2009;Whiteout;5;1;38000606;11156585;13305365
2009;X-Men Origins: Wolverine;4;0;162859739;195304827;406960171
2009;Yesterday Was a Lie;5;1;217146; ; 
2009;Youth in Revolt;2;0;19543169;16596046;21373265
2009;Zombieland;5;1;25623266;82070762;111001503
2008;21;5;1;37878971;87835235;170836899
2008;Appaloosa;2;0;21645126;21873909;30016892
2008;Australia;3;0;140693320;53630131;232772564
2008;Baby Mama;5;1;32467689;65470243;69688090
2008;Be Kind Rewind;2;0;21645126;12094392;33435494
2008;Bedtime Stories;5;1;86580505;119158557;236319281
2008;Blindness;5;1;27056408;3326198;21702440
2008;Bolt;5;1;162338447;123435400;339778437
2008;Burn After Reading;2;0;40043484;65319955;176857711
2008;Changeling;5;1;59524097;38679626;123166807
2008;Che: Part One;2;0;62770866;317867;32595998
2008;City of Ember;5;1;41125740;8519189;12789087
2008;Cloverfield;5;1;27056408;86632922;184810452
2008;Day of the Dead;5;1;19480614; ; 
2008;Death Race;2;0;70346660;39303255;78481785
2008;Defiance;5;1;54112816;31001030;45745616
2008;"""Definitely";5; ; ;7575794;34893728
2008;Doomsday;5;1;35714458;11914311;23399667
2008;Doubt;5;1;21645126;36197653;55137666
2008;Eagle Eye;2;0;86580505;109784884;192713668
2008;Easy Virtue;5;1;15151588;2875321;13697884
2008;Fireproof;3;0;541128;36208310;36226687
2008;Fly Me to the Moon;1;0;27056408;15740274;62280329
2008;Forgetting Sarah Marshall;5;1;32467689;68368797;113824188
2008;Four Christmases;5;1;86580505;130028810;176998734
2008;Frost/Nixon;2;0;31385433;20153811;30459656
2008;Frozen River;5;1;1082256;2718061;6526145
2008;Gake no ue no Ponyo;5;1;36796715;16331680;222200929
2008;Ghost Town;2;0;21645126;14342754;28801384
2008;Gran Torino;3;0;27056408;160277075;297125986
2008;Hamlet 2;5;1;9740307;5288138;5301200
2008;Hancock;1;0;162338447;246696294;675702695
2008;"Herb &amp; Dorothy";5;1;89286146;82236872;173580993
2008;High School Musical 3: Senior Year;5;1;11904819;98008500;296963426
2008;Igor;3;0;32467689;21134953;33564393
2008;In Bruges;2;0;16233845;8442492;37374405
2008;Indiana Jones and the Kingdom of the Crystal Skull;2;0;200217418;343101064;851257517
2008;Inkheart;5;1;64935379;18726740;62826552
2008;Iron Man;3;0;201299674;344811326;630352749
2008;Journey to the Center of the Earth;2;0;48701534;110070196;260720275
2008;Jumper;2;0;89286146;87844867;241465674
2008;Kung Fu Panda;2;0;140693320;233155446;683889160
2008;"L&aring;t den r&auml;tte komma in (Let the Right One In)";2;0;4870153;2296640;13255131
2008;Made of Honor;3;0;43290252;49797572;115313044
2008;Max Payne;5;1;37878971;44034081;92816237
2008;Meet Dave;2;0;64935379;12774146;54814990
2008;Milk;2;0;21645126;34460447;62006112
2008;Miracle at St. Anna;3;0;48701534;8568101;9859851
2008;Nick and Norah's Infinite Playlist;5;1;10822563;34077322;36303849
2008;Nim's Island;5;1;40043484;51955621;101820495
2008;Pineapple Express;3;0;28138664;94525760;109902346
2008;Pontypool;1;0;1623384;4183;34541
2008;Possession;5;1;27056408;10934736;16023683
2008;Prom Night;5;1;19480614;47477881;61807319
2008;Quantum of Solace;2;0;248918952;183300049;640362486
2008;Quarantine;5;1;12987076;34298662;44688323
2008;Rachel Getting Married;5;1;12987076;13849484;14423083
2008;Revolutionary Road;5;1;48701534;24796094;86109680
2008;RocknRolla;2;0;19480614;6169538;30080599
2008;Seven Pounds;5;1;58441841;75705803;180322655
2008;Sex and the City;5;1;62229738;165203458;449403966
2008;Slumdog Millionaire;2;0;15151588;152944384;416148834
2008;Speed Racer;5;1;129870757;47560583;101076746
2008;Stargate: The Ark of Truth;4;0;7575794; ; 
2008;Step Brothers;2;0;70346660;108732985;139036162
2008;Sunshine Cleaning;5;1;5411282;13054780;17816707
2008;"""Synecdoche";4; ; ;21645126;3337178
2008;Taken;5;1;27056408;156928235;245608963
2008;The Bank Job;5;1;21645126;32533339;71583685
2008;The Brothers Bloom;4;0;21645126;3822265;5986778
2008;The Chronicles of Narnia: Prince Caspian;5;1;243507670;153270751;453996009
2008;The Curious Case of Benjamin Button;4;0;173161010;137997773;356938225
2008;The Dark Knight;4;0;200217418;577216380;1085385502
2008;The Day the Earth Stood Still;5;1;86580505;85895413;252238208
2008;The Eye;5;1;12987076;34003083;61600619
2008;The Forbidden Kingdom;2;0;59524097;56358790;139692526
2008;The House Bunny;5;1;27056408;52205219;76014858
2008;The Hurt Locker;2;0;16233845;18417633;53998338
2008;The Incredible Hulk;2;0;148810243;145895632;285085699
2008;The Lucky Ones;5;1;15151588;288927;288927
2008;The Other Boleyn Girl;5;1;43290252;29020656;84107503
2008;The Reader;2;0;35173330;37007113;122315840
2008;The Secret Life of Bees;5;1;11904819;40876996;43272961
2008;The Sisterhood of the Traveling Pants 2;5;1;29220920;47716642;47911629
2008;The Strangers;4;0;9740307;56924095;89883201
2008;The Tale of Despereaux;5;1;64935379;55062111;97925059
2008;The Women;5;1;17316101;29114940;54225162
2008;The Wrestler;2;0;6493538;28396504;50470238
2008;Three Kingdoms: Resurrection of the Dragon;2;0;21645126; ;23960711
2008;Transsiberian;5;1;16233845;2384904;6904335
2008;Tropic Thunder;1;0;97403068;119547447;203641087
2008;Twilight;5;1;40043484;208626391;430655689
2008;Valkyrie;2;0;97403068;89911432;220674342
2008;Vicky Cristina Barcelona;5;1;17316101;25126430;113100998
2008;WALL-E;2;0;194806136;242217798;576399965
2008;Waltz with Bashir;1;0;2164513;2471710;12040820
2008;Wanted;2;0;81169223;145572728;370582375
2008;"""Welcome Home";4; ; ;29762049;45927188
2008;Wendy and Lucy;5;1;324677;936904;1532525
2008;What Happens In Vegas;5;1;37878971;86880989;236511649
2008;Yes Man;2;0;54112816;105726675;244580160
2007;[Rec];5;1;2359441; ;30468201
2007;1408;5;1;25279728;80878983;147480104
2007;28 Weeks Later;5;1;16853152;32177067;72168247
2007;3:10 to Yuma;1;0;53930087;60229701;79964640
2007;30 Days of Night;3;0;33706305;44457488;90193752
2007;88 Minutes;2;0;33706305;19022584;37026824
2007;Across the Universe;5;1;50559457;27351175;32995262
2007;Atonement;5;1;33706305;57278425;146285687
2007;Becoming Jane;5;1;18538467;20969716;44228231
2007;Beowulf;5;1;168531522;92349898;219085603
2007;Blades of Glory;5;1;68536152;133246132;163581806
2007;Bridge to Terabithia;5;1;28088587;92393631;155031909
2007;Brooklyn Rules;5;1;8988348;514844;514844
2007;Charlie Bartlett;3;0;13482522;4438327;5950184
2007;Charlie Wilson's War;5;1;84265761;74896639;134277795
2007;Death at a Funeral;5;1;23594413;48019515;55028051
2007;Diary of the Dead;5;1;3089745;1070310;6060896
2007;Disturbia;5;1;22470870;90119077;132098426
2007;Eastern Promises;5;1;56177174;19303898;62207616
2007;Enchanted;5;1;95501196;143484229;382436383
2007;Fantastic Four: Rise of the Silver Surfer;4;0;134825218;148219809;323822443
2007;Gone Baby Gone;5;1;21347326;22808178;38896737
2007;Hairspray;5;1;84265761;133557691;227935344
2007;Halloween;5;1;16853152;65467925;87090800
2007;Hannibal Rising;2;0;56177174;31088139;90538854
2007;Harry Potter and the Order of the Phoenix;5;1;168531522;328080020;1059438513
2007;Hitman;1;0;19662011;44590850;112315914
2007;Hostel: Part II;5;1;8426576;19712359;37758262
2007;Hot Fuzz;2;0;17976696;26536733;91841386
2007;Hot Rod;2;0;28088587;15660322;16105323
2007;I Am Legend;5;1;168531522;288068696;657733649
2007;Into the Wild;2;0;22470870;20621917;63362472
2007;Juno;5;1;7864804;161223170;260044254
2007;Knocked Up;5;1;30897446;167140312;246229599
2007;Lars and the real Girl;5;1;14044294;6692364;11857251
2007;Live Free or Die Hard;2;0;123589783;151149634;430914277
2007;Michael Clayton;3;0;24156185;55091699;104475669
2007;Music and Lyrics;3;0;44941739;56820503;162937935
2007;No Country for Old Men;4;0;28088587;83449513;184318713
2007;No Reservations;5;1;31459218;48433689;102990511
2007;Paranormal Activity;4;0;505595;121251476;218173082
2007;Persepolis;5;1;8201867;4992356;25552185
2007;Pirates of the Caribbean: At World's End;5;1;337063045;347647302;1079721346
2007;Premonition;5;1;22470870;53764481;91525361
2007;Ratatouille;1;0;168531522;231950669;703955827
2007;Resident Evil: Extinction;5;1;50559457;56905993;164220396
2007;Rush Hour 3;2;0;202237827;157437618;284285677
2007;Shooter;2;0;67412609;52810568;107527136
2007;Shrek the Third;5;1;179766957;362589890;907071412
2007;St. Trinian's;5;1;12808396;16853;25219695
2007;Stardust;5;1;78648044;43408033;152303819
2007;Sunshine;2;0;44941739;4144258;35987783
2007;Superbad;2;0;19662011;136469216;190848721
2007;Sydney White;5;1;18538467;13361645;15321020
2007;Teeth;4;0;2247087;390519;2641047
2007;The Bucket List;2;0;50559457;105013679;195845194
2007;The Golden Compass;5;1;230326414;78769081;418222056
2007;The Kite Runner;1;0;22470870;17752075;83345293
2007;The Man from Earth;2;0;224709; ; 
2007;The Messengers;5;1;17976696;39745163;60418363
2007;The Mist;5;1;14606065;28755697;61544892
2007;The Number 23;2;0;35953391;39541053;87179297
2007;The Savages;5;1;10111891;7441321;11956776
2007;The Signal;3;0;56177;282178;456495
2007;The Simpsons Movie;5;1;81456903;205760152;592187212
2007;The Visitor;4;0;4494174;10591674;21543741
2007;There Will Be Blood;1;0;28088587;45191743;86747344
2007;TMNT;2;0;39324022;60838866;107968055
2007;Transformers;2;0;169655066;358686980;795775055
2007;Tropa de Elite;5;1;7345604;9824;16088238
2007;Waitress;5;1;1685315;21456928;24961971
2007;We Own the Night;1;0;31459218;32091974;62140782
2007;White Noise 2: The Light;2;0;11235435; ;9262006
2006;300;1;0;69347781;243427977;524918705
2006;A Scanner Darkly;2;0;23115927;6358748;8558769
2006;Akeelah and the Bee;5;1;9246371;21784947;21913233
2006;Aquamarine;5;1;13869556;21494740;26558990
2006;Bandidas;5;1;40452872; ;21266653
2006;Black Christmas;5;1;10402167;18765207;18765207
2006;Blood Diamond;2;0;115579635;66317186;198077969
2006;"""Bon Cop";2; ; ;9246371;14645442
2006;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2;0;20804334;148526717;302324822
2006;Bug;5;1;4623185;8098328;8098328
2006;Cars;2;0;80905744;282110219;533594150
2006;Casino Royale;2;0;117891227;193439856;689276488
2006;Children of Men;5;1;87840522;41091314;80270290
2006;Clerks II;4;0;5778982;27910249;29928737
2006;Crank;1;0;13869556;32175530;50768266
2006;Das Leben Der Anderen;1;0;2311593;13042765;93847250
2006;DOA: Dead or Alive;5;1;34673890;555145;8964615
2006;El laberinto del fauno (Pan's Labyrinth);5;1;18492742;43497951;100602327
2006;Eragon;2;0;115579635;86719588;288357452
2006;Fido;3;0;9246371;344554;485204
2006;Final Destination 3;5;1;28894909;62526330;130371575
2006;Flushed Away;1;0;172213656;74740347;205345335
2006;For Your Consideration;5;1;13869556;6414581;6414581
2006;Friends with Money;5;1;7512676;15451191;20247613
2006;Ice Age: The Meltdown;2;0;86684726;225762418;753462808
2006;Idlewild;5;1;17336945;14643840;14643840
2006;Inside Man;4;0;57789817;102443127;213399577
2006;Jackass Number Two;2;0;12713760;84117369;98564824
2006;Lady in the Water;3;0;86684726;48873044;84124832
2006;Last Holiday;5;1;52010836;44382535;50095967
2006;Letters from Iwo Jima;2;0;15025353;15899229;79468028
2006;Little Children;5;1;16181149;6314137;17063043
2006;Little Miss Sunshine;5;1;9246371;69221912;116216452
2006;London To Brighton;5;1;953532; ;705933
2006;Lucky Number Slevin;2;0;31206501;26000177;64141457
2006;Man of the Year;2;0;23115927;43275535;47783141
2006;Marie Antoinette;5;1;46231854;18449366;70344622
2006;Miss Potter;5;1;34673890;3473867;41482984
2006;Monster House;5;1;86684726;85137126;163276310
2006;Nacho Libre;1;0;36985483;92692547;114766488
2006;Night at the Museum;5;1;127137598;289946849;663982857
2006;Notes on a Scandal;5;1;31784400;20238130;57503632
2006;Once;3;0;173369;10917487;21956864
2006;Open Season;2;0;98242689;98364347;219487695
2006;Paris je t'aime;4;0;15025353;5614135;5614135
2006;Perfume: The Story of a Murderer;5;1;73624227;2569674;154418394
2006;Pirates of the Caribbean: Dead Man's Chest;3;0;260054178;489266869;1225855881
2006;Poseidon;3;0;184927415;70127732;209979090
2006;Quinceanera;5;1;462319;1956408;2915828
2006;Rang De Basanti;5;1;6125721;2540087;33746588
2006;Running with Scissors;5;1;13869556;7928763;10063173
2006;She's the Man;3;0;28894909;39168966;63891969
2006;Sherrybaby;4;0;2311593;230207;719837
2006;Shortbus;5;1;2311593;2294593;2294593
2006;Silent Hill;5;1;57789817;54302354;115559561
2006;Slither;5;1;17625894;9018043;14944843
2006;Smokin' Aces;4;0;19648538;41218854;64779219
2006;Snakes on a Plane;5;1;38141279;39321133;71683430
2006;Southland Tales;5;1;19648538;318283;421411
2006;Stick It;5;1;23115927;31103330;35135878
2006;Stranger Than Fiction;5;1;34673890;46734845;52282667
2006;Superman Returns;2;0;268144752;231297965;451770741
2006;Take the Lead;5;1;34673890;40154753;75578093
2006;The Ant Bully;3;0;52010836;32527039;57340095
2006;The Break Up;2;0;60101410;137316349;234562168
2006;The Da Vinci Code;2;0;144474543;251427474;887444081
2006;The Dead Girl;5;1;3814128;22971;22971
2006;The Departed;2;0;104021671;154080367;335803963
2006;The Devil Wears Prada;5;1;40452872;144174568;377426561
2006;The Fountain;4;0;40452872;11724410;17870505
2006;The Grudge 2;5;1;23115927;45242306;81765471
2006;The History Boys;2;0;4276446;3155666;15517247
2006;The Holiday;5;1;98242689;73138793;237158227
2006;The Host;5;1;57789817;30771576;67253922
2006;The Illusionist;1;0;19070640;46080031;96846559
2006;The Lake House;4;0;46231854;60482951;132720223
2006;The Painted Veil;4;0;22422449;9316281;17474248
2006;The Prestige;2;0;46231854;61361102;124705810
2006;The Pursuit of Happyness;1;0;63568799;187916346;355205844
2006;The Queen;4;0;17336945;65235123;148965821
2006;The Wind That Shakes the Barley;2;0;9593110;2114116;29669493
2006;Ultraviolet;2;0;34673890;21407734;23950486
2006;Volver;5;1;10864486;14909619;98936014
2006;We Are Marshall;2;0;75126763;50329573;50329573
2006;When a Stranger Calls;5;1;17336945;55316660;77374176
2006;Wristcutters: A Love Story;2;0;1155796;515676;531824
2006;X-Men: The Last Stand;5;1;242717233;270875277;530926095
2006;"""You";2; ; ;62413003;87611686
2006;Zoom;5;1;40452872;13857222;14454606
2006;Zwartboek;5;1;25427520;5083807;31481990
2005;AEon Flux;5;1;65616822;30849435;57209924
2005;Assault on Precinct 13;5;1;35790994;23909452;42997982
2005;Batman Begins;2;0;178954969;244981925;445357804
2005;Beauty Shop;5;1;29825828;43368365;45754431
2005;Bewitched;5;1;95442650;75534696;156477397
2005;BloodRayne;4;0;29825828;2869746;4301386
2005;Boogeyman;3;0;23860663;55777141;80163307
2005;Boynton Beach Club;5;1;3459796;3731178;3731178
2005;Brick;2;0;536865;2476430;4876515
2005;Brokeback Mountain;2;0;16583160;99073958;207704444
2005;Capote;4;0;8351232;34300335;59561080
2005;Charlie and the Chocolate Factory;5;1;178954969;246312517;566045396
2005;Chinjeolhan geumjassi;5;1;5368649;252526;28002720
2005;Cinderella Man;3;0;104986915;73550386;129491710
2005;Coach Carter;5;1;53686491;80249227;91469619
2005;Constantine;2;0;89477485;90642097;275453129
2005;Conversations with Other Women;1;0;536865;452658;1084540
2005;Corpse Bride;4;0;35790994;63659187;136925192
2005;Cursed;5;1;41756160;23019456;29962909
2005;Danny the dog;2;0;51300425;29274195;58503506
2005;Dark Water;5;1;71581988;30390244;59023039
2005;Dear Wendy;2;0;9544265;27566;532615
2005;Domino;5;1;59651656;12132195;27403019
2005;Doom;2;0;83512319;33658253;65154327
2005;Fantastic Four;2;0;104390399;184557548;394556433
2005;Flightplan;5;1;65616822;107023409;269275914
2005;Fun with Dick and Jane;5;1;167024638;131889812;240751838
2005;"""Good Night";2; ; ;8351232;37581997
2005;Hard Candy;5;1;1133381;1222429;9862884
2005;Harry Potter and the Goblet of Fire;2;0;178954969;345995160;1070044630
2005;Herbie Fully Loaded;5;1;59651656;78752930;171928818
2005;Hide and Seek;5;1;29825828;60964573;146862958
2005;Hitch;3;0;65616822;212102508;437585770
2005;Hoodwinked!;5;1;20878080;61305929;131046803
2005;Hostel;2;0;5726559;56462050;98116369
2005;"Hustle &amp; Flow";4;0;3340493;26488687;28112307
2005;Ice Princess;5;1;29825828;29087739;30699527
2005;Jarhead;1;0;85898385;74740591;115661627
2005;Junebug;5;1;1193033;3194955;4244757
2005;Just Like Heaven;5;1;69195921;57645130;120123026
2005;King Kong;1;0;246957858;260176695;656785445
2005;Kingdom of Heaven;1;0;131233644;56547877;261099301
2005;Kiss Kiss Bang Bang;2;0;17895497;5053494;15635698
2005;Lord of War;3;0;50107391;28811311;74138215
2005;Madagascar;1;0;89477485;230965870;663994001
2005;Man of the House;5;1;59651656;23502402;26365681
2005;Match Point;5;1;17895497;27547047;104974897
2005;Me and You and Everyone We Know;5;1;2386066;4635094;10051933
2005;Memoirs of a Geisha;5;1;101407816;68015836;192687798
2005;MirrorMask;5;1;4772133;1031925;1149158
2005;"Miss Congeniality 2: Armed &amp; Fabulous";5;1;71581988;57835867;120952557
2005;"Mr. &amp; Mrs. Smith";3;0;131233644;222305354;570671028
2005;Munich;2;0;89477485;56524824;155427270
2005;North Country;5;1;35790994;21861428;30093356
2005;Oliver Twist;2;0;77547153;2470676;31819291
2005;Pride and Prejudice;5;1;33404928;45779857;144259786
2005;Proof;5;1;23860663;8989900;9883481
2005;Red Eye;5;1;31018861;69066839;114001241
2005;Rent;5;1;47721325;34690477;37784099
2005;Robots;2;0;95442650;152946861;311023751
2005;Saw II;4;0;5965166;103823819;182444702
2005;Serenity;5;1;46528292;30439664;45949095
2005;Shopgirl;3;0;8947748;12269777;14028182
2005;Sin City;5;1;47721325;88408312;189398567
2005;Sisters in Law;5;1;357910;39742;39742
2005;Sky High;5;1;71581988;76281887;97384257
2005;Son of the Mask;2;0;119303313;20303541;71484662
2005;Star Wars: Episode III - Revenge of the Sith;2;0;137198810;453675396;1012883787
2005;Stealth;2;0;164638572;38316342;91167710
2005;Strangers with Candy;5;1;2386066;2472734;2478937
2005;Thank You for Smoking;2;0;8947748;29579478;47741203
2005;The 40 Year Old Virgin;3;0;31018861;130576566;211596412
2005;The Adventures of Sharkboy and Lavagirl 3-D;2;0;59651656;46740275;82827477
2005;The Amityville Horror;5;1;22071113;77825570;130250195
2005;The Ballad of Jack and Rose;5;1;1789550;849790;1343663
2005;"""The Chronicles of Narnia: The Lion";5; ; ;214745963;348020836
2005;The Constant Gardener;5;1;30422345;40061811;96730885
2005;The Descent;5;1;8351232;31048038;68038213
2005;The Devil's Rejects;5;1;8351232;20335227;24982624
2005;The Exorcism of Emily Rose;5;1;21474596;89563925;172497916
2005;The Fog;5;1;21474596;35207734;44200119
2005;The Hitchhiker's Guide to the Galaxy;2;0;53686491;60867491;124098247
2005;The Island;5;1;143163975;42733150;194486964
2005;The Jacket;3;0;34001444;7517458;18435915
2005;The Legend of Zorro;2;0;95442650;54372886;168784763
2005;The New World;4;0;35790994;15165948;31238857
2005;The Ring Two;5;1;59651656;90600996;193201845
2005;The Skeleton Key;5;1;47721325;57155491;110065560
2005;The Squid and the Whale;3;0;1789550;8795916;13351738
2005;The Wedding Date;5;1;17895497;37851356;56281383
2005;Transamerica;5;1;1193033;10755555;19748472
2005;Tristram Shandy: A Cock and Bull Story;3;0;5666907;1495363;3652785
2005;V for Vendetta;5;1;59651656;84122001;154177511
2005;Waiting...;5;1;1342162;19237114;22277835
2005;Walk the Line;5;1;34597961;142590606;223941260
2005;War of the Worlds;2;0;157480373;279504224;723976090
2005;Water;5;1;3579099;6596452;9686481
2005;White Noise;2;0;11930331;66922430;109871622
2005;"""Yours";5; ; ;53686491;63660149
2005;Zathura: A Space Adventure;1;0;77547153;33459258;69846769
2004;13 Going on 30;5;1;36995786;70464299;118928779
2004;2046;5;1;14798315;1778681;23680825
2004;50 First Dates;3;0;92489466;148941129;242105970
2004;A Cinderella Story;5;1;23430665;63433191;86407246
2004;A Home at the End of The World;4;0;8015754;1268976;1274887
2004;A Very Long Engagement;5;1;67825608;7606108;73506419
2004;Anchorman: The Legend of Ron Burgundy;3;0;30829822;103757037;110205951
2004;Around the World in 80 Days;2;0;135651216;29601758;88795016
2004;AVP: Alien vs. Predator;4;0;86323501;99002076;212779439
2004;Banlieue 13;1;0;18497893;1480098;13821985
2004;Before Sunset;1;0;2466386;7143667;13927421
2004;Bridget Jones: The Edge of Reason;5;1;61659644;49578078;325432881
2004;Catwoman;5;1;123319288;49577287;101301096
2004;Cellular;5;1;55493679;39466636;75811746
2004;Closer;5;1;43161751;41913460;142404808
2004;Collateral;1;0;73991573;123529118;268429281
2004;Connie and Carla;5;1;24663858;9924151;9924151
2004;Crash;5;1;9006109;68238010;124765870
2004;D.E.B.S.;5;1;4316175;119364;119364
2004;Dawn of the Dead;5;1;34529401;72746991;127577349
2004;Dodgeball: A True Underdog Story;5;1;36995786;140986916;206919534
2004;Ella Enchanted;5;1;43161751;28256983;28256983
2004;Eternal Sunshine of the Spotless Mind;3;0;24663858;42380545;90014995
2004;Eulogy;5;1;12331929;86973;86973
2004;Finding Neverland;5;1;30829822;63727222;141861709
2004;Flight of the Phoenix;1;0;92489466;25908371;41939879
2004;Garden State;5;1;3082982;33027761;44430462
2004;Harold and Kumar Go to White Castle;5;1;11098736;22475144;22475144
2004;Harry Potter and the Prisoner of  Azkaban;5;1;160315074;307729658;982470644
2004;Hellboy;2;0;73991573;73527840;123102194
2004;Home on the Range;5;1;135651216;61692142;94317626
2004;I Heart Huckabees;5;1;27130243;15766017;24706665
2004;"""I"; ; ; ;129485252;178567590
2004;In Good Company;2;0;32063015;56097638;78295110
2004;Kinsey;5;1;13565122;12596630;16032690
2004;Kung Fu Hustle;1;0;24663858;21093356;124558238
2004;Layer Cake;2;0;8015754;2885618;14613600
2004;Lemony Snicket's A Series of Unfortunate Events;5;1;123319288;146290116;248645124
2004;Maria Full of Grace;5;1;3946217;8052286;17808733
2004;Mean Girls;5;1;22197472;106112827;161490339
2004;Million Dollar Baby;5;1;36995786;123926269;286120974
2004;Miracle;2;0;34529401;79390606;79509747
2004;My Summer of Love;5;1;2096428;1234321;6106125
2004;Napoleon Dynamite;2;0;493277;54927590;56878201
2004;New York Minute;2;0;49327715;17287347;26163275
2004;Primer;2;0;8632;523811;697797
2004;Raising Helen;5;1;61659644;46226886;53446952
2004;Ray;4;0;49327715;92866817;153930950
2004;Resident Evil: Apocalypse;5;1;61659644;62572303;159007986
2004;Saved!;5;1;6165964;10958349;12613378
2004;Saw;3;0;1479831;68053804;127137678
2004;Secret Window;2;0;49327715;59141502;113591309
2004;Shark Tale;2;0;92489466;199052129;453599307
2004;Shaun of the Dead;5;1;6165964;16700976;37405681
2004;Shrek 2;5;1;86323501;544117065;1155511754
2004;Sideways;5;1;20964279;88176131;135496025
2004;Sky Captain and the World of Tomorrow;5;1;86323501;46565462;61327735
2004;Spanglish;5;1;92489466;51848757;67017030
2004;Spider-Man 2;2;0;246638575;460627734;966459425
2004;Team America: World Police;3;0;24663858;40417692;61998567
2004;The Aviator;2;0;135651216;126536475;264654077
2004;The Bourne Supremacy;3;0;104821395;217149789;355883988
2004;The Butterfly Effect;3;0;16031507;71432302;118444284
2004;The Chronicles of Riddick;3;0;147983145;71170953;132214001
2004;The Day After Tomorrow;5;1;154149110;230287423;686049183
2004;The Grudge;5;1;12331929;136094379;230953737
2004;The Incredibles;5;1;113453745;322407292;779510522
2004;The Life Aquatic with Steve Zissou;3;0;61659644;29604924;42923407
2004;The Notebook;4;0;36995786;99890827;126127005
2004;The Phantom of the Opera;3;0;67825608;63171287;195122925
2004;The Polar Express;2;0;209642789;240410531;393449767
2004;The Princess Diaries 2: Royal Engagement;5;1;55493679;117337605;150537624
2004;The Stepford Wives;5;1;123319288;73344915;118660249
2004;The Terminal;2;0;92489466;95047057;269667169
2004;The Village;5;1;88398934;140827568;317721828
2004;The Whole Ten Yards;2;0;36995786;20130602;32462531
2004;Troy;2;0;184978932;164382856;597064223
2004;Van Helsing;5;1;209642789;148168797;370143515
2004;Vera Drake;5;1;13565122;4629167;16467879
2004;White Chicks;5;1;24663858;85274051;137438109
2004;Wimbledon;5;1;43161751;20794820;51382801
2003;2 Fast 2 Furious;2;0;96222609;160945047;299075134
2003;21 grams;4;0;25321739;20572268;75544402
2003;Big Fish;2;0;88626087;84109786;156276743
2003;Bon voyage;5;1;25321739;2980024;10586685
2003;Bruce Almighty;5;1;102553043;307285628;612120077
2003;Charlie's Angels: Full Throttle;5;1;151930435;127639706;287654957
2003;Cold Mountain;5;1;101286957;121079205;204640944
2003;Cradle 2 the Grave;2;0;31652174;43879701;71451544
2003;Daddy Day Care;5;1;75965217;131861413;207999839
2003;Daredevil;1;0;101286957;129829011;231418562
2003;Darkness Falls;2;0;8862609;41198066;41198066
2003;Dreamcatcher;1;0;86093913;42648478;95824131
2003;Final Destination 2;5;1;32918261;59375255;114450037
2003;Finding Nemo;2;0;119012174;481783272;1147664217
2003;Freaky Friday;5;1;32918261;139551191;203615191
2003;Girl with a Pearl Earring;5;1;15193043;14730114;54798208
2003;Goodbye Lenin!;5;1;8102957;5145199;100507729
2003;Holes;3;0;25321739;85313907;91644342
2003;Hollywood Homicide;2;0;94956522;38245683;64706900
